order_id,customer_id,customer_name,city,state,category,product_name,quantity,price,total_amount,payment_method,order_date
1034,74,Neha Kapoor,Ahmedabad,Karnataka,Accessories,Bag,2,49826,99652,Debit Card,2025-04-05
1035,10,Vikas Singh,Jaipur,Delhi,Accessories,Watch,2,42233,84466,Debit Card,2025-05-13
1036,92,Amit Singh,Pune,Karnataka,Accessories,Bag,2,857,1714,Credit Card,2025-05-26
1037,14,Pooja Meena,Jaipur,Delhi,Electronics,Headphones,4,43482,173928,Credit Card,2025-03-31
1038,61,Sneha Gupta,Bangalore,Karnataka,Home,Mixer,5,43732,218660,UPI,2025-04-28
1039,70,Neha Kapoor,Delhi,Maharashtra,Fashion,Jacket,3,23865,71595,Cash,2025-06-01
1040,19,Vikas Singh,Delhi,Maharashtra,Accessories,Bag,1,35452,35452,Cash,2025-04-07
1041,13,Rohit Yadav,Jaipur,Rajasthan,Accessories,Bag,4,47904,191616,Credit Card,2025-02-01
1042,67,Anjali Verma,Bangalore,Delhi,Home,Chair,2,9663,19326,Credit Card,2025-01-16
1043,51,Anjali Verma,Bangalore,Rajasthan,Fashion,Jacket,2,17710,35420,UPI,2025-01-31
1044,78,Anjali Verma,Ahmedabad,Karnataka,Accessories,Bag,2,48607,97214,Credit Card,2025-06-09
1045,87,Anjali Verma,Delhi,Delhi,Electronics,Laptop,3,22505,67515,Cash,2025-01-21
1046,86,Amit Singh,Ahmedabad,Rajasthan,Home,Chair,4,33795,135180,Credit Card,2025-01-29
1047,41,Rahul Sharma,Bangalore,Maharashtra,Accessories,Bag,1,3555,3555,UPI,2025-03-01
1048,42,Neha Kapoor,Ahmedabad,Rajasthan,Fashion,T-Shirt,2,33602,67204,Credit Card,2025-01-21
1049,82,Neha Kapoor,Pune,Delhi,Home,Chair,1,3498,3498,UPI,2025-02-23
1050,26,Rohit Yadav,Delhi,Delhi,Home,Mixer,5,48052,240260,Credit Card,2025-04-12
1051,70,Pooja Meena,Bangalore,Maharashtra,Home,Chair,2,47051,94102,Cash,2025-02-07
1052,75,Rohit Yadav,Delhi,Maharashtra,Fashion,Jacket,5,36918,184590,Debit Card,2025-03-09
1053,71,Sneha Gupta,Ahmedabad,Delhi,Electronics,Laptop,4,35343,141372,Credit Card,2025-06-13
1054,73,Priya Jain,Delhi,Karnataka,Electronics,Smartphone,3,7200,21600,Cash,2025-03-03
1055,55,Karan Mehta,Ahmedabad,Maharashtra,Electronics,Laptop,5,25411,127055,Credit Card,2025-05-31
1056,27,Rahul Sharma,Pune,Karnataka,Fashion,Jacket,1,41145,41145,UPI,2025-05-29
1057,40,Anjali Verma,Delhi,Gujarat,Fashion,Jacket,4,44544,178176,UPI,2025-03-17
1058,51,Anjali Verma,Bangalore,Gujarat,Electronics,Headphones,4,13532,54128,Cash,2025-05-31
1059,47,Rahul Sharma,Bangalore,Karnataka,Electronics,Smartphone,5,43188,215940,Debit Card,2025-03-06
1060,13,Rahul Sharma,Pune,Rajasthan,Electronics,Headphones,3,15757,47271,Debit Card,2025-03-10
1061,70,Rohit Yadav,Jaipur,Karnataka,Accessories,Watch,1,15395,15395,Cash,2025-03-15
1062,100,Sneha Gupta,Delhi,Rajasthan,Accessories,Watch,4,6532,26128,UPI,2025-01-26
1063,69,Priya Jain,Pune,Delhi,Electronics,Headphones,1,20845,20845,Debit Card,2025-03-26
1064,73,Anjali Verma,Pune,Gujarat,Fashion,Shoes,1,19903,19903,Credit Card,2025-06-27
1065,16,Rahul Sharma,Delhi,Delhi,Electronics,Headphones,2,32089,64178,Cash,2025-05-04
1066,53,Sneha Gupta,Ahmedabad,Delhi,Home,Mixer,4,16049,64196,Cash,2025-04-11
1067,9,Sneha Gupta,Ahmedabad,Rajasthan,Electronics,Headphones,4,23328,93312,Credit Card,2025-01-12
1068,25,Karan Mehta,Bangalore,Rajasthan,Accessories,Sunglasses,2,27356,54712,Debit Card,2025-05-30
1069,82,Rahul Sharma,Ahmedabad,Delhi,Electronics,Headphones,3,47853,143559,Cash,2025-01-31
1070,67,Rohit Yadav,Jaipur,Maharashtra,Home,Chair,4,18599,74396,Credit Card,2025-02-23
1071,36,Pooja Meena,Bangalore,Rajasthan,Accessories,Sunglasses,1,5548,5548,UPI,2025-06-27
1072,41,Pooja Meena,Jaipur,Delhi,Accessories,Bag,1,16325,16325,Debit Card,2025-06-27
1073,50,Amit Singh,Ahmedabad,Gujarat,Home,Chair,1,42353,42353,Cash,2025-05-22
1074,94,Sneha Gupta,Bangalore,Gujarat,Electronics,Headphones,3,14598,43794,Debit Card,2025-06-27
1075,89,Sneha Gupta,Delhi,Gujarat,Electronics,Laptop,2,10623,21246,Cash,2025-02-12
1076,3,Amit Singh,Jaipur,Rajasthan,Fashion,Jacket,3,45738,137214,Debit Card,2025-03-21
1077,49,Rahul Sharma,Jaipur,Rajasthan,Accessories,Sunglasses,3,14521,43563,UPI,2025-01-09
1078,99,Rahul Sharma,Delhi,Maharashtra,Fashion,Shoes,4,48049,192196,Debit Card,2025-05-17
1079,78,Rohit Yadav,Delhi,Karnataka,Fashion,T-Shirt,5,10459,52295,Debit Card,2025-03-11
1080,77,Pooja Meena,Pune,Karnataka,Accessories,Bag,3,6527,19581,Cash,2025-01-06
1081,40,Neha Kapoor,Delhi,Delhi,Home,Chair,3,34926,104778,Credit Card,2025-01-15
1082,36,Rohit Yadav,Bangalore,Karnataka,Electronics,Headphones,1,23853,23853,Cash,2025-01-27
1083,46,Rahul Sharma,Mumbai,Rajasthan,Electronics,Smartphone,4,878,3512,Credit Card,2025-03-13
1084,13,Rahul Sharma,Jaipur,Maharashtra,Accessories,Sunglasses,3,27232,81696,UPI,2025-05-08
1085,3,Priya Jain,Ahmedabad,Delhi,Fashion,T-Shirt,4,46563,186252,Cash,2025-05-11
1086,83,Anjali Verma,Delhi,Karnataka,Accessories,Sunglasses,3,27130,81390,Cash,2025-06-05
1087,63,Sneha Gupta,Pune,Delhi,Fashion,Jacket,1,17961,17961,Cash,2025-06-11
1088,60,Pooja Meena,Pune,Karnataka,Accessories,Watch,5,9263,46315,Credit Card,2025-02-02
1089,22,Vikas Singh,Mumbai,Karnataka,Home,Table,3,46313,138939,UPI,2025-04-23
1090,96,Vikas Singh,Delhi,Delhi,Accessories,Bag,3,15201,45603,UPI,2025-03-20
1091,48,Sneha Gupta,Delhi,Rajasthan,Accessories,Watch,4,7315,29260,Cash,2025-03-25
1092,30,Pooja Meena,Jaipur,Rajasthan,Accessories,Sunglasses,4,12334,49336,UPI,2025-04-06
1093,46,Pooja Meena,Bangalore,Rajasthan,Accessories,Sunglasses,5,26971,134855,UPI,2025-02-20
1094,66,Sneha Gupta,Bangalore,Gujarat,Home,Mixer,4,6065,24260,UPI,2025-02-07
1095,28,Anjali Verma,Pune,Maharashtra,Electronics,Laptop,5,4151,20755,Credit Card,2025-05-20
1096,78,Amit Singh,Mumbai,Gujarat,Accessories,Sunglasses,2,5955,11910,UPI,2025-03-20
1097,12,Anjali Verma,Jaipur,Delhi,Home,Chair,3,10144,30432,Debit Card,2025-06-22
1098,12,Karan Mehta,Jaipur,Maharashtra,Home,Chair,1,47545,47545,Debit Card,2025-01-28
1099,34,Rahul Sharma,Delhi,Rajasthan,Electronics,Laptop,3,46389,139167,Debit Card,2025-03-16
1100,37,Karan Mehta,Ahmedabad,Karnataka,Electronics,Laptop,3,24300,72900,Cash,2025-02-05
1101,41,Amit Singh,Delhi,Maharashtra,Home,Table,1,38862,38862,UPI,2025-05-06
1102,50,Neha Kapoor,Jaipur,Gujarat,Electronics,Smartphone,3,16134,48402,UPI,2025-04-23
1103,55,Vikas Singh,Mumbai,Maharashtra,Electronics,Smartphone,1,33978,33978,Debit Card,2025-02-28
1104,57,Vikas Singh,Ahmedabad,Karnataka,Accessories,Bag,1,12099,12099,UPI,2025-03-12
1105,18,Sneha Gupta,Bangalore,Delhi,Electronics,Laptop,4,22112,88448,Cash,2025-05-17
1106,69,Rohit Yadav,Delhi,Gujarat,Accessories,Sunglasses,1,24298,24298,Debit Card,2025-03-12
1107,4,Vikas Singh,Ahmedabad,Karnataka,Home,Table,3,44220,132660,Debit Card,2025-06-08
1108,52,Sneha Gupta,Jaipur,Rajasthan,Fashion,T-Shirt,2,47653,95306,Cash,2025-05-17
1109,98,Neha Kapoor,Bangalore,Karnataka,Home,Table,3,32097,96291,Credit Card,2025-02-07
1110,62,Anjali Verma,Delhi,Maharashtra,Accessories,Bag,2,21553,43106,Debit Card,2025-04-11
1111,7,Neha Kapoor,Pune,Rajasthan,Fashion,Shoes,1,21184,21184,UPI,2025-01-23
1112,93,Anjali Verma,Bangalore,Rajasthan,Fashion,Shoes,5,29636,148180,Cash,2025-04-19
1113,51,Pooja Meena,Delhi,Maharashtra,Fashion,T-Shirt,3,32778,98334,Credit Card,2025-06-26
1114,30,Amit Singh,Jaipur,Delhi,Electronics,Laptop,2,6321,12642,Debit Card,2025-05-22
1115,100,Karan Mehta,Delhi,Rajasthan,Home,Table,1,14602,14602,Debit Card,2025-05-10
1116,2,Pooja Meena,Delhi,Delhi,Electronics,Headphones,3,11233,33699,Debit Card,2025-05-01
1117,96,Anjali Verma,Jaipur,Gujarat,Home,Mixer,2,28371,56742,Credit Card,2025-01-03
1118,87,Neha Kapoor,Delhi,Maharashtra,Home,Mixer,1,4341,4341,Cash,2025-03-28
1119,9,Karan Mehta,Pune,Rajasthan,Accessories,Bag,5,42309,211545,Cash,2025-05-02
1120,40,Neha Kapoor,Pune,Karnataka,Accessories,Watch,2,6475,12950,Cash,2025-04-09
1121,41,Priya Jain,Delhi,Karnataka,Fashion,Shoes,1,9856,9856,UPI,2025-06-15
1122,14,Amit Singh,Bangalore,Delhi,Fashion,Shoes,1,19928,19928,Credit Card,2025-06-24
1123,24,Anjali Verma,Mumbai,Rajasthan,Accessories,Bag,4,34966,139864,UPI,2025-05-13
1124,48,Pooja Meena,Bangalore,Rajasthan,Accessories,Watch,1,27938,27938,Credit Card,2025-04-27
1125,7,Priya Jain,Bangalore,Karnataka,Accessories,Bag,5,36855,184275,Credit Card,2025-03-26
1126,60,Vikas Singh,Mumbai,Rajasthan,Fashion,T-Shirt,5,43679,218395,Credit Card,2025-06-25
1127,74,Priya Jain,Delhi,Delhi,Accessories,Sunglasses,1,21562,21562,Cash,2025-02-02
1128,51,Anjali Verma,Jaipur,Delhi,Fashion,T-Shirt,3,4647,13941,Credit Card,2025-03-19
1129,79,Anjali Verma,Mumbai,Rajasthan,Electronics,Smartphone,3,23973,71919,Credit Card,2025-06-12
1130,100,Pooja Meena,Jaipur,Gujarat,Home,Chair,4,21258,85032,UPI,2025-05-31
1131,43,Karan Mehta,Bangalore,Maharashtra,Accessories,Watch,3,27285,81855,Debit Card,2025-04-11
1132,21,Priya Jain,Pune,Delhi,Electronics,Laptop,4,33399,133596,Debit Card,2025-01-28
1133,33,Amit Singh,Pune,Karnataka,Fashion,Jacket,3,27599,82797,Credit Card,2025-06-13
1134,95,Amit Singh,Jaipur,Delhi,Fashion,T-Shirt,3,28937,86811,Credit Card,2025-01-02
1135,13,Amit Singh,Mumbai,Karnataka,Fashion,Jacket,4,31454,125816,UPI,2025-06-18
1136,53,Anjali Verma,Delhi,Rajasthan,Fashion,Shoes,4,31022,124088,Credit Card,2025-02-09
1137,86,Vikas Singh,Mumbai,Delhi,Accessories,Sunglasses,1,3557,3557,Cash,2025-05-18
1138,70,Karan Mehta,Mumbai,Rajasthan,Electronics,Laptop,3,38157,114471,Debit Card,2025-06-24
1139,89,Rahul Sharma,Delhi,Rajasthan,Accessories,Sunglasses,4,38118,152472,Debit Card,2025-03-31
1140,87,Vikas Singh,Ahmedabad,Karnataka,Home,Mixer,2,3116,6232,UPI,2025-01-31
1141,65,Anjali Verma,Delhi,Rajasthan,Accessories,Bag,1,48440,48440,UPI,2025-05-10
1142,29,Pooja Meena,Pune,Maharashtra,Electronics,Laptop,3,41219,123657,Cash,2025-05-23
1143,33,Anjali Verma,Mumbai,Rajasthan,Accessories,Watch,4,41258,165032,UPI,2025-06-04
1144,72,Rohit Yadav,Jaipur,Karnataka,Electronics,Smartphone,2,26774,53548,Cash,2025-01-08
1145,82,Sneha Gupta,Bangalore,Rajasthan,Fashion,T-Shirt,3,21426,64278,Credit Card,2025-02-04
1146,14,Pooja Meena,Mumbai,Gujarat,Accessories,Sunglasses,3,14419,43257,UPI,2025-03-19
1147,26,Neha Kapoor,Pune,Delhi,Fashion,Shoes,3,3510,10530,Debit Card,2025-01-07
1148,13,Karan Mehta,Delhi,Gujarat,Fashion,Jacket,4,30804,123216,Credit Card,2025-06-09
1149,69,Anjali Verma,Ahmedabad,Karnataka,Home,Mixer,2,7811,15622,UPI,2025-06-20
1150,89,Amit Singh,Jaipur,Gujarat,Electronics,Headphones,5,31706,158530,Debit Card,2025-05-29
1151,82,Vikas Singh,Jaipur,Maharashtra,Home,Chair,4,38370,153480,Debit Card,2025-06-17
1152,23,Pooja Meena,Bangalore,Maharashtra,Accessories,Watch,3,20798,62394,Cash,2025-06-08
1153,59,Priya Jain,Bangalore,Karnataka,Fashion,Jacket,1,41340,41340,UPI,2025-01-07
1154,53,Vikas Singh,Bangalore,Karnataka,Accessories,Bag,3,32935,98805,UPI,2025-05-09
1155,15,Rahul Sharma,Mumbai,Gujarat,Home,Chair,2,49740,99480,Debit Card,2025-01-02
1156,79,Sneha Gupta,Delhi,Maharashtra,Home,Chair,5,26557,132785,UPI,2025-04-24
1157,94,Amit Singh,Delhi,Gujarat,Electronics,Headphones,5,37951,189755,Cash,2025-01-19
1158,76,Vikas Singh,Ahmedabad,Gujarat,Home,Chair,5,14453,72265,UPI,2025-01-04
1159,85,Anjali Verma,Jaipur,Karnataka,Home,Mixer,2,9724,19448,Credit Card,2025-03-07
1160,48,Anjali Verma,Pune,Delhi,Home,Mixer,5,9835,49175,Credit Card,2025-04-19
1161,81,Priya Jain,Pune,Gujarat,Fashion,Jacket,5,8783,43915,Cash,2025-04-30
1162,11,Pooja Meena,Mumbai,Karnataka,Fashion,Jacket,3,13443,40329,Cash,2025-06-16
1163,99,Vikas Singh,Jaipur,Karnataka,Accessories,Sunglasses,5,20368,101840,Debit Card,2025-04-11
1164,45,Pooja Meena,Jaipur,Karnataka,Fashion,Shoes,2,27738,55476,UPI,2025-01-29
1165,94,Neha Kapoor,Jaipur,Delhi,Electronics,Laptop,4,34563,138252,UPI,2025-06-10
1166,34,Anjali Verma,Mumbai,Maharashtra,Electronics,Laptop,3,11111,33333,Credit Card,2025-02-14
1167,70,Neha Kapoor,Bangalore,Gujarat,Accessories,Sunglasses,1,23906,23906,Debit Card,2025-01-01
1168,73,Vikas Singh,Mumbai,Maharashtra,Accessories,Watch,4,20573,82292,Credit Card,2025-05-05
1169,28,Rahul Sharma,Mumbai,Gujarat,Home,Mixer,2,11559,23118,Cash,2025-04-27
1170,29,Priya Jain,Pune,Delhi,Accessories,Sunglasses,5,43421,217105,Cash,2025-02-10
1171,61,Amit Singh,Delhi,Maharashtra,Home,Mixer,4,24061,96244,Credit Card,2025-01-30
1172,66,Karan Mehta,Jaipur,Gujarat,Fashion,Jacket,3,38854,116562,UPI,2025-04-23
1173,1,Vikas Singh,Pune,Delhi,Accessories,Sunglasses,3,16432,49296,Cash,2025-06-27
1174,80,Vikas Singh,Jaipur,Maharashtra,Electronics,Headphones,5,15417,77085,Credit Card,2025-02-10
1175,74,Amit Singh,Mumbai,Delhi,Accessories,Bag,3,2103,6309,Cash,2025-01-10
1176,73,Rohit Yadav,Delhi,Delhi,Electronics,Smartphone,1,1952,1952,UPI,2025-03-11
1177,11,Priya Jain,Pune,Rajasthan,Accessories,Bag,2,37827,75654,Credit Card,2025-04-08
1178,81,Sneha Gupta,Bangalore,Maharashtra,Electronics,Headphones,2,33844,67688,Credit Card,2025-06-02
1179,67,Rahul Sharma,Jaipur,Gujarat,Accessories,Bag,4,13742,54968,Cash,2025-04-02
1180,17,Karan Mehta,Mumbai,Rajasthan,Electronics,Laptop,5,26925,134625,Cash,2025-02-24
1181,17,Rohit Yadav,Delhi,Rajasthan,Accessories,Bag,3,23978,71934,Debit Card,2025-04-04
1182,9,Pooja Meena,Jaipur,Rajasthan,Accessories,Watch,4,19120,76480,Credit Card,2025-03-18
1183,44,Karan Mehta,Bangalore,Karnataka,Home,Mixer,2,18965,37930,UPI,2025-04-12
1184,69,Rohit Yadav,Bangalore,Gujarat,Fashion,T-Shirt,4,41881,167524,Credit Card,2025-04-09
1185,53,Priya Jain,Bangalore,Rajasthan,Accessories,Bag,4,14097,56388,Credit Card,2025-06-13
1186,10,Neha Kapoor,Pune,Gujarat,Fashion,T-Shirt,5,41677,208385,Debit Card,2025-04-14
1187,23,Rohit Yadav,Jaipur,Delhi,Electronics,Laptop,3,24110,72330,Cash,2025-03-31
1188,85,Vikas Singh,Pune,Delhi,Electronics,Laptop,4,33488,133952,Debit Card,2025-03-19
1189,76,Neha Kapoor,Bangalore,Gujarat,Electronics,Smartphone,4,22543,90172,Credit Card,2025-01-18
1190,47,Anjali Verma,Delhi,Gujarat,Home,Chair,2,14047,28094,Credit Card,2025-04-16
1191,95,Karan Mehta,Mumbai,Gujarat,Fashion,Jacket,5,20129,100645,Debit Card,2025-03-30
1192,61,Pooja Meena,Jaipur,Karnataka,Electronics,Headphones,3,16260,48780,Credit Card,2025-01-10
1193,31,Anjali Verma,Bangalore,Gujarat,Electronics,Laptop,3,2366,7098,UPI,2025-02-15
1194,53,Priya Jain,Ahmedabad,Delhi,Home,Mixer,1,40656,40656,Cash,2025-05-13
1195,68,Sneha Gupta,Bangalore,Maharashtra,Electronics,Smartphone,4,11393,45572,UPI,2025-03-09
1196,93,Sneha Gupta,Ahmedabad,Maharashtra,Electronics,Smartphone,5,46927,234635,UPI,2025-04-19
1197,75,Rohit Yadav,Ahmedabad,Rajasthan,Home,Table,2,17325,34650,UPI,2025-04-11
1198,91,Rohit Yadav,Ahmedabad,Delhi,Electronics,Headphones,1,9291,9291,Credit Card,2025-01-21
1199,91,Priya Jain,Pune,Maharashtra,Electronics,Smartphone,2,14350,28700,Cash,2025-03-18
1200,58,Rohit Yadav,Pune,Karnataka,Electronics,Headphones,2,45454,90908,Cash,2025-02-27
1201,56,Amit Singh,Delhi,Karnataka,Home,Table,4,13886,55544,Debit Card,2025-05-29
1202,9,Pooja Meena,Ahmedabad,Rajasthan,Electronics,Headphones,4,16867,67468,Debit Card,2025-05-02
1203,21,Rohit Yadav,Delhi,Delhi,Accessories,Sunglasses,5,49842,249210,Debit Card,2025-04-01
1204,85,Amit Singh,Pune,Maharashtra,Electronics,Smartphone,2,2364,4728,UPI,2025-06-23
1205,60,Vikas Singh,Delhi,Delhi,Electronics,Smartphone,1,20082,20082,Debit Card,2025-04-22
1206,3,Anjali Verma,Bangalore,Rajasthan,Electronics,Headphones,1,21054,21054,UPI,2025-04-24
1207,76,Rahul Sharma,Ahmedabad,Karnataka,Home,Chair,5,22557,112785,Credit Card,2025-02-26
1208,20,Sneha Gupta,Delhi,Maharashtra,Fashion,Shoes,3,43979,131937,Debit Card,2025-02-06
1209,99,Neha Kapoor,Jaipur,Gujarat,Electronics,Headphones,3,22508,67524,Debit Card,2025-03-03
1210,3,Pooja Meena,Delhi,Delhi,Accessories,Sunglasses,4,44677,178708,Debit Card,2025-05-10
1211,43,Neha Kapoor,Delhi,Karnataka,Electronics,Headphones,3,31824,95472,Cash,2025-06-01
1212,4,Pooja Meena,Ahmedabad,Maharashtra,Fashion,Jacket,5,11181,55905,UPI,2025-01-28
1213,63,Vikas Singh,Mumbai,Maharashtra,Fashion,Shoes,2,32696,65392,Debit Card,2025-05-26
1214,79,Neha Kapoor,Ahmedabad,Maharashtra,Electronics,Smartphone,4,712,2848,Cash,2025-06-27
1215,63,Rohit Yadav,Delhi,Delhi,Accessories,Sunglasses,2,41335,82670,UPI,2025-05-19
1216,8,Rahul Sharma,Pune,Gujarat,Electronics,Headphones,5,2318,11590,Debit Card,2025-03-01
1217,13,Amit Singh,Pune,Gujarat,Home,Mixer,1,29781,29781,Credit Card,2025-06-30
1218,69,Vikas Singh,Jaipur,Maharashtra,Accessories,Watch,3,16481,49443,Debit Card,2025-01-11
1219,22,Sneha Gupta,Bangalore,Karnataka,Accessories,Sunglasses,3,26831,80493,Credit Card,2025-05-20
1220,51,Karan Mehta,Pune,Maharashtra,Fashion,T-Shirt,4,12001,48004,Cash,2025-01-13
1221,12,Rohit Yadav,Pune,Karnataka,Electronics,Headphones,1,20081,20081,UPI,2025-06-15
1222,97,Anjali Verma,Jaipur,Gujarat,Accessories,Sunglasses,3,38838,116514,UPI,2025-04-28
1223,40,Sneha Gupta,Mumbai,Rajasthan,Fashion,T-Shirt,1,23240,23240,UPI,2025-03-23
1224,46,Anjali Verma,Ahmedabad,Maharashtra,Home,Mixer,3,20920,62760,Credit Card,2025-04-19
1225,18,Pooja Meena,Bangalore,Gujarat,Home,Mixer,5,27721,138605,Debit Card,2025-03-09
1226,100,Karan Mehta,Bangalore,Rajasthan,Accessories,Bag,3,10463,31389,Debit Card,2025-03-21
1227,21,Anjali Verma,Bangalore,Gujarat,Electronics,Smartphone,3,9114,27342,Cash,2025-06-27
1228,89,Pooja Meena,Bangalore,Rajasthan,Fashion,T-Shirt,2,31604,63208,UPI,2025-01-04
1229,56,Sneha Gupta,Delhi,Rajasthan,Home,Mixer,4,33381,133524,Credit Card,2025-05-20
1230,44,Anjali Verma,Bangalore,Maharashtra,Accessories,Sunglasses,2,22120,44240,Credit Card,2025-01-30
1231,100,Priya Jain,Delhi,Karnataka,Fashion,Jacket,3,31575,94725,UPI,2025-03-05
1232,84,Karan Mehta,Jaipur,Karnataka,Accessories,Bag,2,43500,87000,Cash,2025-02-17
1233,19,Rahul Sharma,Ahmedabad,Rajasthan,Fashion,Jacket,4,3613,14452,Debit Card,2025-04-09
1234,37,Rahul Sharma,Pune,Rajasthan,Fashion,Jacket,1,13214,13214,Cash,2025-01-28
1235,8,Rohit Yadav,Pune,Rajasthan,Electronics,Headphones,4,16837,67348,UPI,2025-01-03
1236,17,Rohit Yadav,Jaipur,Karnataka,Home,Mixer,1,26686,26686,Cash,2025-02-22
1237,68,Sneha Gupta,Ahmedabad,Rajasthan,Fashion,Shoes,3,19556,58668,Debit Card,2025-06-15
1238,26,Sneha Gupta,Mumbai,Rajasthan,Accessories,Watch,5,31082,155410,Credit Card,2025-01-01
1239,75,Karan Mehta,Bangalore,Karnataka,Home,Chair,5,13196,65980,Cash,2025-05-22
1240,94,Karan Mehta,Bangalore,Gujarat,Home,Table,1,30307,30307,Cash,2025-03-27
1241,100,Neha Kapoor,Pune,Gujarat,Accessories,Sunglasses,2,43796,87592,Cash,2025-01-14
1242,44,Priya Jain,Mumbai,Gujarat,Accessories,Watch,3,46923,140769,Credit Card,2025-02-11
1243,29,Vikas Singh,Jaipur,Rajasthan,Electronics,Laptop,3,47053,141159,UPI,2025-03-22
1244,99,Sneha Gupta,Ahmedabad,Rajasthan,Electronics,Laptop,1,7304,7304,Credit Card,2025-01-27
1245,47,Rahul Sharma,Pune,Gujarat,Home,Table,5,48754,243770,Cash,2025-06-08
1246,80,Rahul Sharma,Mumbai,Delhi,Accessories,Watch,4,43263,173052,UPI,2025-01-06
1247,42,Amit Singh,Mumbai,Maharashtra,Accessories,Bag,1,5561,5561,UPI,2025-02-01
1248,43,Rohit Yadav,Bangalore,Rajasthan,Electronics,Smartphone,5,38982,194910,Credit Card,2025-05-13
1249,95,Sneha Gupta,Mumbai,Gujarat,Electronics,Smartphone,2,28804,57608,Cash,2025-04-05
1250,76,Rohit Yadav,Ahmedabad,Delhi,Home,Chair,5,23471,117355,Cash,2025-03-18
1251,10,Priya Jain,Mumbai,Gujarat,Home,Table,3,32543,97629,Credit Card,2025-06-03
1252,17,Karan Mehta,Pune,Delhi,Fashion,Jacket,3,17775,53325,Credit Card,2025-06-25
1253,16,Vikas Singh,Bangalore,Gujarat,Electronics,Headphones,1,31074,31074,Credit Card,2025-02-13
1254,93,Anjali Verma,Delhi,Rajasthan,Accessories,Bag,1,23085,23085,UPI,2025-03-23
